cmip6-id, cmip6-label, cmip6-type
cmip6.seaice.key_properties.model.model_overview, Seaice > Key Properties > Model > Model Overview, property
cmip6.seaice.key_properties.model.model_name, Seaice > Key Properties > Model > Model Name, property
cmip6.seaice.key_properties.variables.prognostic, Seaice > Key Properties > Variables > Prognostic, property
cmip6.seaice.key_properties.seawater_properties.ocean_freezing_point, Seaice > Key Properties > Seawater Properties > Ocean Freezing Point, property
cmip6.seaice.key_properties.seawater_properties.ocean_freezing_point_value, Seaice > Key Properties > Seawater Properties > Ocean Freezing Point Value, property
cmip6.seaice.key_properties.resolution.name, Seaice > Key Properties > Resolution > Name, property
cmip6.seaice.key_properties.resolution.canonical_horizontal_resolution, Seaice > Key Properties > Resolution > Canonical Horizontal Resolution, property
cmip6.seaice.key_properties.resolution.number_of_horizontal_gridpoints, Seaice > Key Properties > Resolution > Number Of Horizontal Gridpoints, property
cmip6.seaice.key_properties.tuning_applied.description, Seaice > Key Properties > Tuning Applied > Description, property
cmip6.seaice.key_properties.tuning_applied.target, Seaice > Key Properties > Tuning Applied > Target, property
cmip6.seaice.key_properties.tuning_applied.simulations, Seaice > Key Properties > Tuning Applied > Simulations, property
cmip6.seaice.key_properties.tuning_applied.metrics_used, Seaice > Key Properties > Tuning Applied > Metrics Used, property
cmip6.seaice.key_properties.tuning_applied.variables, Seaice > Key Properties > Tuning Applied > Variables, property
cmip6.seaice.key_properties.key_parameter_values.typical_parameters, Seaice > Key Properties > Key Parameter Values > Typical Parameters, property
cmip6.seaice.key_properties.key_parameter_values.additional_parameters, Seaice > Key Properties > Key Parameter Values > Additional Parameters, property
cmip6.seaice.key_properties.assumptions.description, Seaice > Key Properties > Assumptions > Description, property
cmip6.seaice.key_properties.assumptions.on_diagnostic_variables, Seaice > Key Properties > Assumptions > On Diagnostic Variables, property
cmip6.seaice.key_properties.assumptions.missing_processes, Seaice > Key Properties > Assumptions > Missing Processes, property
cmip6.seaice.key_properties.conservation.description, Seaice > Key Properties > Conservation > Description, property
cmip6.seaice.key_properties.conservation.properties, Seaice > Key Properties > Conservation > Properties, property
cmip6.seaice.key_properties.conservation.budget, Seaice > Key Properties > Conservation > Budget, property
cmip6.seaice.key_properties.conservation.was_flux_correction_used, Seaice > Key Properties > Conservation > Was Flux Correction Used, property
cmip6.seaice.key_properties.conservation.corrected_conserved_prognostic_variables, Seaice > Key Properties > Conservation > Corrected Conserved Prognostic Variables, property
, , 
cmip6.seaice.grid.discretisation.horizontal.grid, Seaice > Grid > Discretisation > Horizontal > Grid, property
cmip6.seaice.grid.discretisation.horizontal.grid_type, Seaice > Grid > Discretisation > Horizontal > Grid Type, property
cmip6.seaice.grid.discretisation.horizontal.scheme, Seaice > Grid > Discretisation > Horizontal > Scheme, property
cmip6.seaice.grid.discretisation.horizontal.thermodynamics_time_step, Seaice > Grid > Discretisation > Horizontal > Thermodynamics Time Step, property
cmip6.seaice.grid.discretisation.horizontal.dynamics_time_step, Seaice > Grid > Discretisation > Horizontal > Dynamics Time Step, property
cmip6.seaice.grid.discretisation.horizontal.additional_details, Seaice > Grid > Discretisation > Horizontal > Additional Details, property
cmip6.seaice.grid.discretisation.vertical.layering, Seaice > Grid > Discretisation > Vertical > Layering, property
cmip6.seaice.grid.discretisation.vertical.number_of_layers, Seaice > Grid > Discretisation > Vertical > Number Of Layers, property
cmip6.seaice.grid.discretisation.vertical.additional_details, Seaice > Grid > Discretisation > Vertical > Additional Details, property
cmip6.seaice.grid.seaice_categories.has_mulitple_categories, Seaice > Grid > Seaice Categories > Has Mulitple Categories, property
cmip6.seaice.grid.seaice_categories.number_of_categories, Seaice > Grid > Seaice Categories > Number Of Categories, property
cmip6.seaice.grid.seaice_categories.category_limits, Seaice > Grid > Seaice Categories > Category Limits, property
cmip6.seaice.grid.seaice_categories.ice_thickness_distribution_scheme, Seaice > Grid > Seaice Categories > Ice Thickness Distribution Scheme, property
cmip6.seaice.grid.seaice_categories.other, Seaice > Grid > Seaice Categories > Other, property
cmip6.seaice.grid.snow_on_seaice.has_snow_on_ice, Seaice > Grid > Snow On Seaice > Has Snow On Ice, property
cmip6.seaice.grid.snow_on_seaice.number_of_snow_levels, Seaice > Grid > Snow On Seaice > Number Of Snow Levels, property
cmip6.seaice.grid.snow_on_seaice.snow_fraction, Seaice > Grid > Snow On Seaice > Snow Fraction, property
cmip6.seaice.grid.snow_on_seaice.additional_details, Seaice > Grid > Snow On Seaice > Additional Details, property
, , 
cmip6.seaice.dynamics.horizontal_transport, Seaice > Dynamics > Horizontal Transport, property
cmip6.seaice.dynamics.transport_in_thickness_space, Seaice > Dynamics > Transport In Thickness Space, property
cmip6.seaice.dynamics.ice_strength_formulation, Seaice > Dynamics > Ice Strength Formulation, property
cmip6.seaice.dynamics.redistribution, Seaice > Dynamics > Redistribution, property
cmip6.seaice.dynamics.rheology, Seaice > Dynamics > Rheology, property
, , 
cmip6.seaice.thermodynamics.energy.enthalpy_formulation, Seaice > Thermodynamics > Energy > Enthalpy Formulation, property
cmip6.seaice.thermodynamics.energy.thermal_conductivity, Seaice > Thermodynamics > Energy > Thermal Conductivity, property
cmip6.seaice.thermodynamics.energy.heat_diffusion, Seaice > Thermodynamics > Energy > Heat Diffusion, property
cmip6.seaice.thermodynamics.energy.basal_heat_flux, Seaice > Thermodynamics > Energy > Basal Heat Flux, property
cmip6.seaice.thermodynamics.energy.fixed_salinity_value, Seaice > Thermodynamics > Energy > Fixed Salinity Value, property
cmip6.seaice.thermodynamics.energy.heat_content_of_precipitation, Seaice > Thermodynamics > Energy > Heat Content Of Precipitation, property
cmip6.seaice.thermodynamics.energy.precipitation_effects_on_salinity, Seaice > Thermodynamics > Energy > Precipitation Effects On Salinity, property
cmip6.seaice.thermodynamics.mass.new_ice_formation, Seaice > Thermodynamics > Mass > New Ice Formation, property
cmip6.seaice.thermodynamics.mass.ice_vertical_growth_and_melt, Seaice > Thermodynamics > Mass > Ice Vertical Growth And Melt, property
cmip6.seaice.thermodynamics.mass.ice_lateral_melting, Seaice > Thermodynamics > Mass > Ice Lateral Melting, property
cmip6.seaice.thermodynamics.mass.ice_surface_sublimation, Seaice > Thermodynamics > Mass > Ice Surface Sublimation, property
cmip6.seaice.thermodynamics.mass.frazil_ice, Seaice > Thermodynamics > Mass > Frazil Ice, property
cmip6.seaice.thermodynamics.salt.has_multiple_sea_ice_salinities, Seaice > Thermodynamics > Salt > Has Multiple Sea Ice Salinities, property
cmip6.seaice.thermodynamics.salt.sea_ice_salinity_thermal_impacts, Seaice > Thermodynamics > Salt > Sea Ice Salinity Thermal Impacts, property
cmip6.seaice.thermodynamics.salt.mass_transport.salinity_type, Seaice > Thermodynamics > Salt > Mass Transport > Salinity Type, property
cmip6.seaice.thermodynamics.salt.mass_transport.constant_salinity_value, Seaice > Thermodynamics > Salt > Mass Transport > Constant Salinity Value, property
cmip6.seaice.thermodynamics.salt.mass_transport.additional_details, Seaice > Thermodynamics > Salt > Mass Transport > Additional Details, property
cmip6.seaice.thermodynamics.salt.thermodynamics.salinity_type, Seaice > Thermodynamics > Salt > Thermodynamics > Salinity Type, property
cmip6.seaice.thermodynamics.salt.thermodynamics.constant_salinity_value, Seaice > Thermodynamics > Salt > Thermodynamics > Constant Salinity Value, property
cmip6.seaice.thermodynamics.salt.thermodynamics.additional_details, Seaice > Thermodynamics > Salt > Thermodynamics > Additional Details, property
cmip6.seaice.thermodynamics.ice_thickness_distribution.representation, Seaice > Thermodynamics > Ice Thickness Distribution > Representation, property
cmip6.seaice.thermodynamics.ice_floe_size_distribution.representation, Seaice > Thermodynamics > Ice Floe Size Distribution > Representation, property
cmip6.seaice.thermodynamics.ice_floe_size_distribution.additional_details, Seaice > Thermodynamics > Ice Floe Size Distribution > Additional Details, property
cmip6.seaice.thermodynamics.melt_ponds.are_included, Seaice > Thermodynamics > Melt Ponds > Are Included, property
cmip6.seaice.thermodynamics.melt_ponds.formulation, Seaice > Thermodynamics > Melt Ponds > Formulation, property
cmip6.seaice.thermodynamics.melt_ponds.impacts, Seaice > Thermodynamics > Melt Ponds > Impacts, property
cmip6.seaice.thermodynamics.snow_processes.has_snow_aging, Seaice > Thermodynamics > Snow Processes > Has Snow Aging, property
cmip6.seaice.thermodynamics.snow_processes.snow_aging_scheme, Seaice > Thermodynamics > Snow Processes > Snow Aging Scheme, property
cmip6.seaice.thermodynamics.snow_processes.has_snow_ice_formation, Seaice > Thermodynamics > Snow Processes > Has Snow Ice Formation, property
cmip6.seaice.thermodynamics.snow_processes.snow_ice_formation_scheme, Seaice > Thermodynamics > Snow Processes > Snow Ice Formation Scheme, property
cmip6.seaice.thermodynamics.snow_processes.redistribution, Seaice > Thermodynamics > Snow Processes > Redistribution, property
cmip6.seaice.thermodynamics.snow_processes.heat_diffusion, Seaice > Thermodynamics > Snow Processes > Heat Diffusion, property
, , 
cmip6.seaice.radiative_processes.surface_albedo, Seaice > Radiative Processes > Surface Albedo, property
cmip6.seaice.radiative_processes.ice_radiation_transmission, Seaice > Radiative Processes > Ice Radiation Transmission, property
, , 
