cmip6-id, cmip6-label, cmip6-type
cmip6.land, Land, realm
, , 
cmip6.land.grid, Land > Grid, grid
cmip6.land.grid.horizontal, Land > Grid > Horizontal, subprocess
cmip6.land.grid.vertical, Land > Grid > Vertical, subprocess
, , 
cmip6.land.key_properties, Land > Key Properties, keyprops
cmip6.land.key_properties.conservation_properties, Land > Key Properties > Conservation Properties, subprocess
cmip6.land.key_properties.timestepping_framework, Land > Key Properties > Timestepping Framework, subprocess
cmip6.land.key_properties.software_properties, Land > Key Properties > Software Properties, subprocess
, , 
cmip6.land.soil, Land > Soil, process
cmip6.land.soil.soil_map, Land > Soil > Soil Map, subprocess
cmip6.land.soil.snow_free_albedo, Land > Soil > Snow Free Albedo, subprocess
cmip6.land.soil.hydrology, Land > Soil > Hydrology, subprocess
cmip6.land.soil.heat_treatment, Land > Soil > Heat Treatment, subprocess
, , 
cmip6.land.snow, Land > Snow, process
cmip6.land.snow.snow_albedo, Land > Snow > Snow Albedo, subprocess
, , 
cmip6.land.vegetation, Land > Vegetation, process
, , 
cmip6.land.energy_balance, Land > Energy Balance, process
, , 
cmip6.land.carbon_cycle, Land > Carbon Cycle, process
cmip6.land.carbon_cycle.vegetation, Land > Carbon Cycle > Vegetation, subprocess
cmip6.land.carbon_cycle.litter, Land > Carbon Cycle > Litter, subprocess
cmip6.land.carbon_cycle.soil, Land > Carbon Cycle > Soil, subprocess
cmip6.land.carbon_cycle.permafrost_carbon, Land > Carbon Cycle > Permafrost Carbon, subprocess
, , 
cmip6.land.nitrogen_cycle, Land > Nitrogen Cycle, process
, , 
cmip6.land.river_routing, Land > River Routing, process
cmip6.land.river_routing.oceanic_discharge, Land > River Routing > Oceanic Discharge, subprocess
, , 
cmip6.land.lakes, Land > Lakes, process
cmip6.land.lakes.method, Land > Lakes > Method, subprocess
cmip6.land.lakes.welands, Land > Lakes > Welands, subprocess
