cmip6-id, cmip6-label, cmip6-type
cmip6.toplevel.key_properties.model_overview, Toplevel > Key Properties > Model Overview, property
cmip6.toplevel.key_properties.model_name, Toplevel > Key Properties > Model Name, property
cmip6.toplevel.key_properties.flux_correction.details, Toplevel > Key Properties > Flux Correction > Details, property
cmip6.toplevel.key_properties.genealogy.year_released, Toplevel > Key Properties > Genealogy > Year Released, property
cmip6.toplevel.key_properties.genealogy.CMIP3_parent, Toplevel > Key Properties > Genealogy > CMIP3 Parent, property
cmip6.toplevel.key_properties.genealogy.CMIP5_parent, Toplevel > Key Properties > Genealogy > CMIP5 Parent, property
cmip6.toplevel.key_properties.genealogy.previous_name, Toplevel > Key Properties > Genealogy > Previous Name, property
cmip6.toplevel.key_properties.software_properties.repository, Toplevel > Key Properties > Software Properties > Repository, property
cmip6.toplevel.key_properties.software_properties.code_version, Toplevel > Key Properties > Software Properties > Code Version, property
cmip6.toplevel.key_properties.software_properties.code_languages, Toplevel > Key Properties > Software Properties > Code Languages, property
cmip6.toplevel.key_properties.software_properties.components_structure, Toplevel > Key Properties > Software Properties > Components Structure, property
cmip6.toplevel.key_properties.software_properties.coupler, Toplevel > Key Properties > Software Properties > Coupler, property
cmip6.toplevel.key_properties.coupling.overview, Toplevel > Key Properties > Coupling > Overview, property
cmip6.toplevel.key_properties.coupling.atmosphere_double_flux, Toplevel > Key Properties > Coupling > Atmosphere Double Flux, property
cmip6.toplevel.key_properties.coupling.atmosphere_fluxes_calculation_grid, Toplevel > Key Properties > Coupling > Atmosphere Fluxes Calculation Grid, property
cmip6.toplevel.key_properties.coupling.atmosphere_relative_winds, Toplevel > Key Properties > Coupling > Atmosphere Relative Winds, property
cmip6.toplevel.key_properties.tuning_applied.description, Toplevel > Key Properties > Tuning Applied > Description, property
cmip6.toplevel.key_properties.tuning_applied.global_mean_metrics_used, Toplevel > Key Properties > Tuning Applied > Global Mean Metrics Used, property
cmip6.toplevel.key_properties.tuning_applied.regional_metrics_used, Toplevel > Key Properties > Tuning Applied > Regional Metrics Used, property
cmip6.toplevel.key_properties.tuning_applied.trend_metrics_used, Toplevel > Key Properties > Tuning Applied > Trend Metrics Used, property
cmip6.toplevel.key_properties.tuning_applied.energy_balance, Toplevel > Key Properties > Tuning Applied > Energy Balance, property
cmip6.toplevel.key_properties.tuning_applied.fresh_water_balance, Toplevel > Key Properties > Tuning Applied > Fresh Water Balance, property
cmip6.toplevel.key_properties.conservation.heat.global, Toplevel > Key Properties > Conservation > Heat > Global, property
cmip6.toplevel.key_properties.conservation.heat.atmos_ocean_interface, Toplevel > Key Properties > Conservation > Heat > Atmos Ocean Interface, property
cmip6.toplevel.key_properties.conservation.heat.atmos_land_interface, Toplevel > Key Properties > Conservation > Heat > Atmos Land Interface, property
cmip6.toplevel.key_properties.conservation.heat.atmos_sea-ice_interface, Toplevel > Key Properties > Conservation > Heat > Atmos Sea-ice Interface, property
cmip6.toplevel.key_properties.conservation.heat.ocean_seaice_interface, Toplevel > Key Properties > Conservation > Heat > Ocean Seaice Interface, property
cmip6.toplevel.key_properties.conservation.heat.land_ocean_interface, Toplevel > Key Properties > Conservation > Heat > Land Ocean Interface, property
cmip6.toplevel.key_properties.conservation.fresh_water.global, Toplevel > Key Properties > Conservation > Fresh Water > Global, property
cmip6.toplevel.key_properties.conservation.fresh_water.atmos_ocean_interface, Toplevel > Key Properties > Conservation > Fresh Water > Atmos Ocean Interface, property
cmip6.toplevel.key_properties.conservation.fresh_water.atmos_land_interface, Toplevel > Key Properties > Conservation > Fresh Water > Atmos Land Interface, property
cmip6.toplevel.key_properties.conservation.fresh_water.atmos_sea-ice_interface, Toplevel > Key Properties > Conservation > Fresh Water > Atmos Sea-ice Interface, property
cmip6.toplevel.key_properties.conservation.fresh_water.ocean_seaice_interface, Toplevel > Key Properties > Conservation > Fresh Water > Ocean Seaice Interface, property
cmip6.toplevel.key_properties.conservation.fresh_water.runoff, Toplevel > Key Properties > Conservation > Fresh Water > Runoff, property
cmip6.toplevel.key_properties.conservation.fresh_water.iceberg_calving, Toplevel > Key Properties > Conservation > Fresh Water > Iceberg Calving, property
cmip6.toplevel.key_properties.conservation.fresh_water.endoreic_basins, Toplevel > Key Properties > Conservation > Fresh Water > Endoreic Basins, property
cmip6.toplevel.key_properties.conservation.fresh_water.snow_accumulation, Toplevel > Key Properties > Conservation > Fresh Water > Snow Accumulation, property
cmip6.toplevel.key_properties.conservation.salt.ocean_seaice_interface, Toplevel > Key Properties > Conservation > Salt > Ocean Seaice Interface, property
cmip6.toplevel.key_properties.conservation.momentum.details, Toplevel > Key Properties > Conservation > Momentum > Details, property
, , 
cmip6.toplevel.radiative_forcings.overview, Toplevel > Radiative Forcings > Overview, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CO2.provision, Toplevel > Radiative Forcings > Greenhouse Gases > CO2 > Provision, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CO2.additional_information, Toplevel > Radiative Forcings > Greenhouse Gases > CO2 > Additional Information, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CH4.provision, Toplevel > Radiative Forcings > Greenhouse Gases > CH4 > Provision, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CH4.additional_information, Toplevel > Radiative Forcings > Greenhouse Gases > CH4 > Additional Information, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.N2O.provision, Toplevel > Radiative Forcings > Greenhouse Gases > N2O > Provision, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.N2O.additional_information, Toplevel > Radiative Forcings > Greenhouse Gases > N2O > Additional Information, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.tropospheric_O3.provision, Toplevel > Radiative Forcings > Greenhouse Gases > Tropospheric O3 > Provision, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.tropospheric_O3.additional_information, Toplevel > Radiative Forcings > Greenhouse Gases > Tropospheric O3 > Additional Information, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.stratospheric_O3.provision, Toplevel > Radiative Forcings > Greenhouse Gases > Stratospheric O3 > Provision, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.stratospheric_O3.additional_information, Toplevel > Radiative Forcings > Greenhouse Gases > Stratospheric O3 > Additional Information, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CFC.provision, Toplevel > Radiative Forcings > Greenhouse Gases > CFC > Provision, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CFC.equivalence_concentration, Toplevel > Radiative Forcings > Greenhouse Gases > CFC > Equivalence Concentration, property
cmip6.toplevel.radiative_forcings.greenhouse_gases.CFC.additional_information, Toplevel > Radiative Forcings > Greenhouse Gases > CFC > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.SO4.provision, Toplevel > Radiative Forcings > Aerosols > SO4 > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.SO4.additional_information, Toplevel > Radiative Forcings > Aerosols > SO4 > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.black_carbon.provision, Toplevel > Radiative Forcings > Aerosols > Black Carbon > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.black_carbon.additional_information, Toplevel > Radiative Forcings > Aerosols > Black Carbon > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.organic_carbon.provision, Toplevel > Radiative Forcings > Aerosols > Organic Carbon > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.organic_carbon.additional_information, Toplevel > Radiative Forcings > Aerosols > Organic Carbon > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.nitrate.provision, Toplevel > Radiative Forcings > Aerosols > Nitrate > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.nitrate.additional_information, Toplevel > Radiative Forcings > Aerosols > Nitrate > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_albedo_effect.provision, Toplevel > Radiative Forcings > Aerosols > Cloud Albedo Effect > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_albedo_effect.aerosol_effect_on_ice_clouds, Toplevel > Radiative Forcings > Aerosols > Cloud Albedo Effect > Aerosol Effect On Ice Clouds, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_albedo_effect.additional_information, Toplevel > Radiative Forcings > Aerosols > Cloud Albedo Effect > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_lifetime_effect.provision, Toplevel > Radiative Forcings > Aerosols > Cloud Lifetime Effect > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_lifetime_effect.aerosol_effect_on_ice_clouds, Toplevel > Radiative Forcings > Aerosols > Cloud Lifetime Effect > Aerosol Effect On Ice Clouds, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_lifetime_effect.RFaci_from_sulfate_only, Toplevel > Radiative Forcings > Aerosols > Cloud Lifetime Effect > RFaci From Sulfate Only, property
cmip6.toplevel.radiative_forcings.aerosols.cloud_lifetime_effect.additional_information, Toplevel > Radiative Forcings > Aerosols > Cloud Lifetime Effect > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.dust.provision, Toplevel > Radiative Forcings > Aerosols > Dust > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.dust.additional_information, Toplevel > Radiative Forcings > Aerosols > Dust > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.tropospheric_volcanic.provision, Toplevel > Radiative Forcings > Aerosols > Tropospheric Volcanic > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.tropospheric_volcanic.historical_explosive_volcanic_aerosol_implementation, Toplevel > Radiative Forcings > Aerosols > Tropospheric Volcanic > Historical Explosive Volcanic Aerosol Implementation, property
cmip6.toplevel.radiative_forcings.aerosols.tropospheric_volcanic.future_explosive_volcanic_aerosol_implementation, Toplevel > Radiative Forcings > Aerosols > Tropospheric Volcanic > Future Explosive Volcanic Aerosol Implementation, property
cmip6.toplevel.radiative_forcings.aerosols.tropospheric_volcanic.additional_information, Toplevel > Radiative Forcings > Aerosols > Tropospheric Volcanic > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.stratospheric_volcanic.provision, Toplevel > Radiative Forcings > Aerosols > Stratospheric Volcanic > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.stratospheric_volcanic.historical_explosive_volcanic_aerosol_implementation, Toplevel > Radiative Forcings > Aerosols > Stratospheric Volcanic > Historical Explosive Volcanic Aerosol Implementation, property
cmip6.toplevel.radiative_forcings.aerosols.stratospheric_volcanic.future_explosive_volcanic_aerosol_implementation, Toplevel > Radiative Forcings > Aerosols > Stratospheric Volcanic > Future Explosive Volcanic Aerosol Implementation, property
cmip6.toplevel.radiative_forcings.aerosols.stratospheric_volcanic.additional_information, Toplevel > Radiative Forcings > Aerosols > Stratospheric Volcanic > Additional Information, property
cmip6.toplevel.radiative_forcings.aerosols.sea_salt.provision, Toplevel > Radiative Forcings > Aerosols > Sea Salt > Provision, property
cmip6.toplevel.radiative_forcings.aerosols.sea_salt.additional_information, Toplevel > Radiative Forcings > Aerosols > Sea Salt > Additional Information, property
cmip6.toplevel.radiative_forcings.other.land_use.provision, Toplevel > Radiative Forcings > Other > Land Use > Provision, property
cmip6.toplevel.radiative_forcings.other.land_use.crop_change_only, Toplevel > Radiative Forcings > Other > Land Use > Crop Change Only, property
cmip6.toplevel.radiative_forcings.other.land_use.additional_information, Toplevel > Radiative Forcings > Other > Land Use > Additional Information, property
cmip6.toplevel.radiative_forcings.other.solar.provision, Toplevel > Radiative Forcings > Other > Solar > Provision, property
cmip6.toplevel.radiative_forcings.other.solar.additional_information, Toplevel > Radiative Forcings > Other > Solar > Additional Information, property
, , 
